name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike
Hôtel ibis Paris Issy-les-Moulineaux Val de Seine,4caa25212776b60ca80a450d,48.82230736735733,2.257765531539917,92130,Issy-les-Moulineaux,"['213 rue Jean Jacques Rousseau', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,13
restaurant manaslu,5c6ad07f60255e002d10ed02,48.82144890000001,2.2535766,92130,Issy-les-Moulineaux,"['5 Rue Aristide Briand', '92130 Issy-les-Moulineaux', 'France']",Resort,92130,0,0
Ibis Budget,51949c60e4b0f0af6a9e2792,48.817424,2.2484900000000003,92190,Meudon,"['3 bis rue de Paris', '92190 Meudon', 'France']",Hotel,92190,0,1
Campanile,4b1b5f19f964a52017fb23e3,48.822465718340226,2.259433438482606,,Paris,"['Jean jacques Rousseau', 'Paris', 'France']",Hotel,92130,0,0
Hotel Prissy,4cbe82edb6c4224bfdc9ed94,48.820192999999996,2.248852,,,['France'],Bed & Breakfast,92130,0,0
Beau Séjour,5568c8f1498e5bcca2fa663c,48.82358300973217,2.264858214699812,,,['France'],Bed & Breakfast,92130,0,0
Parissy Chambre d'hôtes / Bed & Breakfast,4cbef7870cc4b7132a6fecf7,48.81922627517893,2.2492182073238847,92130,Issy-les-Moulineaux,"['14 rue de meudon', '92130 Issy-les-Moulineaux', 'France']",Bed & Breakfast,92130,0,0
ibis Budget Meudon,4be83feed837c9b68a14a506,48.81740184922799,2.248640956243311,92190,Meudon,"['3 bis rue de Paris', '92190 Meudon', 'France']",Hotel,92190,0,2
ibis Budget,4f191ec1e4b02a5a23ac9186,48.8209646849899,2.251652392289694,,,['France'],Hotel,92130,0,0
Hotel Novotel Suites Paris Issy les Moulineaux,4e64c6c5483bd9a9754fcca4,48.82886739667251,2.263139507607503,92130,Issy-les-Moulineaux,"['86  rue Camille Desmoulins (Rue Rouget de Lisle)', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,42
Ibis Budget,50e5ee72e4b0650b9c823f3a,48.82422003483745,2.2605222987278677,92130,Issy-les-Moulineaux,"['12 Rue Jacques-henri Lartigue | ZAC Garibaldi (Issy-les-Moulineaux)', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,9
Taj Palace,4cba459cadcd54816f3622a2,48.828478999999994,2.26689,,Issy-les-Moulineaux,"['58 bvd Gallieni', 'Issy-les-Moulineaux', 'France']",Hotel,92130,0,0
Ibis Styles Paris 16 Sud,5a1459752347243478ea8354,48.836490000000005,2.2534046,75016,Paris,"['19 Avenue Ferdinand Buisson', '75016 Paris', 'France']",Hotel,92100,0,5
Radisson Blu Hôtel Paris Boulogne,4adcda03f964a520c53121e3,48.83623314686507,2.2528946269836747,92100,Paris,"['31-33 Avenue Edouard Vaillant', '92100 Paris', 'France']",Hotel,92100,0,64
Holiday Inn Paris-Auteuil,4e7bd11352b14ada783cf874,48.8379973,2.2585556,75016,Paris,"['21 rue Gudin', '75016 Paris', 'France']",Hotel,75016,16,12
Mercure Paris Porte de St Cloud,4adcda03f964a520da3121e3,48.83398404878152,2.2561302120815,92100,Boulogne-Billancourt,"['37 place René Clair', '92100 Boulogne-Billancourt', 'France']",Hotel,92100,0,22
Best Western Hotel Ohm,4fa63c79e4b0ac15d052ed5c,48.83936449093261,2.263396829366684,75016,Paris,"['11 rue Claude Terrasse', '75016 Paris', 'France']",Hotel,75016,16,5
Hotel Exelmans,4bd7321a304fce72b53333ab,48.84135806383709,2.262674921899631,75016,Paris,"['73 Rue Boileau', '75016 Paris', 'France']",Hotel,75016,16,2
Cabernet Sauvignon Conference Room,5c34964e286fda002c3274e1,48.836437,2.2529187000000004,92100,Boulogne-Billancourt,"['92100 Boulogne-Billancourt', 'France']",Hotel,92100,0,0
P L R,51b8b524498e254ce6738de3,48.83816909790039,2.2543423175811768,,,['France'],Resort,75016,16,0
Pinot Noir Conference Room,5c34ee40121384002c9c1c91,48.836304,2.252883,92100,Boulogne-Billancourt,"['92100 Boulogne-Billancourt', 'France']",Hotel,92100,0,0
Le Grind,4df7b89c81dccac4a339022d,48.84260469679085,2.259664535522461,,Paris,"['Bd. Exelmans', 'Paris', 'France']",Hotel,75016,16,0
Hôtel Murat,4bc8d278762beee1208f3d38,48.83732261790986,2.2587996218198207,75016,Paris,"['119 bis boulevard Murat', '75016 Paris', 'France']",Hotel,75016,16,2
Hotel Acropolis,50375b51e4b0024b233c66f0,48.83593262805668,2.2492367308869685,,,['France'],Hotel,92100,0,2
Holiday Inn Paris Auteil,55956313498e77c4076f507a,48.837965974054526,2.2584394611784866,,,['France'],Hotel,75016,16,0
Sakura Hotel,4c488b160f5aa5932f9d8176,48.835570000000004,2.2495580000000004,,Tokyo,"['Tokyo', 'France']",Hotel,92100,0,0
Hôtel Printania,540f8936498eb9a90f99641d,48.83611297607422,2.2506566047668457,,Boulogne-Billancourt,"['48 Avenue Édouard Vaillant', 'Boulogne-Billancourt', 'France']",Hotel,92100,0,0
Hommes Excel Proche Du Palais Du Roi,4ec41d159adf106751c8ae05,48.840633544098644,2.265574618759072,,Paris,"['Paris', 'France']",Bed & Breakfast,75016,16,0
Hôtel À l'Orée du Parc,58a3ea91fc73d422d5847d55,48.838286243361,2.258576018856774,75016,Paris,"['215 avenue de Versailles', '75016 Paris', 'France']",Hotel,75016,16,0
Hôtel Boileau,4c610a3312e5c928e1af204c,48.83737807612925,2.258764715366369,75016,Paris,"['81 rue Boileau', '75016 Paris', 'France']",Hotel,75016,16,2
193 Avenue De Versailles,51af25bc498e8cf2565c9316,48.839341999999995,2.262829,,,['France'],Bed & Breakfast,75016,16,0
Cœur de City Hôtel Paris Tour Eiffel,4d3699c83612a093d378805d,48.83953722784667,2.2631197829817125,,Paris,"['11 rue Claude Terrasse', 'Paris', 'France']",Hotel,75016,16,0
Mercure Aparthotel Le Scenario,4adcda03f964a520db3121e3,48.83395847614658,2.256216169108773,92100,Paris,"['63 Place René Clair', '92100 Paris', 'France']",Hotel,92100,0,5
Hôtel Molitor,4b16b231f964a52030bc23e3,48.845172385975296,2.25329343788839,75016,Paris,"['8 avenue de la Porte Molitor (13 rue Nungesser et Coli)', '75016 Paris', 'France']",Hotel,75016,16,157
Queen's Hotel Paris,4be1a37e8dd062b56f6f3e3c,48.8485003,2.2662028,,Paris,"['4 Rue Bastien Lepage', 'Paris', 'France']",Hotel,75016,16,5
Villa du Square,5abfc3df9cadd93b8c7214e0,48.851864,2.264771,75016,Paris,"['26 Rue Raffet', '75016 Paris', 'France']",Bed & Breakfast,75016,16,0
Hôtel Poussin,4adcda01f964a520443121e3,48.84855962396424,2.2612981561640955,75016,Paris,"['52 rue Poussin', '75016 Paris', 'France']",Hotel,75016,16,3
Mariott,4d3412a88250f04d4e3b02e1,48.88184103062739,2.257623082539542,,,['France'],Hotel,92200,0,0
Meliá La Défense Paris,54e5ebe0498e41036f077fb4,48.88859987794451,2.2504377365112305,92400,Courbevoie,"['3 boulevard de Neuilly', '92400 Courbevoie', 'France']",Hotel,92400,0,108
Fraser Suites Harmonie Paris La Défense,4bd5f1189649ce72c5b9511d,48.88797581986726,2.2519037577315872,94200,Courbevoie,"['6 boulevard de Neuilly', '94200 Courbevoie', 'France']",Hotel,92400,0,43
Hôtel Novotel Paris La Défense,4adcd9fef964a520753021e3,48.88801611633813,2.252932190895081,92400,Courbevoie,"['2 boulevard de Neuilly', '92400 Courbevoie', 'France']",Hotel,92400,0,69
Ibis Paris la Défense Centre (Hôtel ibis Paris La Défense Centre),4c50572b8edf0f4791141eaf,48.88802807602403,2.252484261989593,92800,Courbevoie,"['4 boulevard de Neuilly', '92800 Courbevoie', 'France']",Hotel,92400,0,38
Hôtel Paris Neuilly,4bf04cf5c601a5936e8bc3d1,48.884351639288006,2.2604937225614545,92200,Neuilly-sur-Seine,"['1 avenue de Madrid', '92200 Neuilly-sur-Seine', 'France']",Hotel,92200,0,16
Le Bon Hôtel,561bd0d5498e8c61e0337927,48.88616231666386,2.2610961645841603,92200,Neuilly-sur-Seine,"['13 rue du Château', '92200 Neuilly-sur-Seine', 'France']",Hotel,92200,0,4
Citadines La Défense Paris,4bc8e0b8762beee1c6a23d38,48.88861647409921,2.2527640237082065,92800,Courbevoie,"['1-8 boulevard de Neuilly', '92800 Courbevoie', 'France']",Hotel,92400,0,22
LA VILLA 100,4c78a9092d3ba14389e68bd0,48.886278000000004,2.262384,,Calvi,"['Hôtel LA VILLA', 'Calvi', 'France']",Hotel,92200,0,0
Chambre 1122 🎉,55d0e9ac498e869b7d27ace4,48.88949966430664,2.2499783039093018,,,['France'],Hotel,92400,0,0
Hotel Charlemagne,4bc9e5233740b7130e795f65,48.884812329092966,2.258727089901539,92200,Neuilly-sur-Seine,"['1 Rue Charcot', '92200 Neuilly-sur-Seine', 'France']",Hotel,92200,0,4
Hôtel Kyriad Calais,5c41e696898bdc0032f67174,48.886303999999996,2.25704,62231,Coquelles,"['1 avenue Charles De Gaulle', '62231 Coquelles', 'France']",Hotel,92200,0,0
Adagio La Defense Kleber,4fbd64d6e4b04c2c0ab6f715,48.894512767171754,2.2489103797732715,92400,Courbevoie,"['73 avenue Gambetta', '92400 Courbevoie', 'France']",Hotel,92400,0,7
Hôtel Mercure Paris La Défense 5,4adcda04f964a520f33121e3,48.8957391630658,2.2513309121131897,92400,Courbevoie,"['18-30 rue Baudin', '92400 Courbevoie', 'France']",Hotel,92400,0,86
Hôtel Adagio La Défense Courbevoie,588fbbf1ea1c0d43694d6d4b,48.893599,2.252919,92400,Courbevoie,"['2-4 place des Pléiades', '92400 Courbevoie', 'France']",Hotel,92400,0,6
Ibis Courbevoie - La Défense,4ce308d8c42f548129da3bb7,48.89576507288177,2.261600157232824,92400,Courbevoie,"['39 quai Paul Doumer', '92400 Courbevoie', 'France']",Hotel,92400,0,19
ibis Budget Courbevoie,4ca6a93f14c33704404dc23b,48.89564845854552,2.261710305897584,92400,Courbevoie,"['37 quai Paul Doumer', '92400 Courbevoie', 'France']",Hotel,92400,0,1
Best Western Rives de Paris La Defense,5686751a498e167f00f376c5,48.89775222765543,2.262298464775085,92400,Courbevoie,"['85 Boulevard Saint-Denis', '92400 Courbevoie', 'France']",Hotel,92400,0,0
Hotel La Regence,4c9d002654c8a1cdbc877f4b,48.89414976915562,2.2482819040382456,,,['France'],Hotel,92400,0,9
Hotel de la Jatte,4c655044f67ec9288c315727,48.894044532769286,2.26653081980202,92200,Neuilly-sur-Seine,"['4 boulevard du Parc (Pont de la Jatte)', '92200 Neuilly-sur-Seine', 'France']",Hotel,92200,0,6
Hotel Citea,4e511d9dc65bb313ba9ce01e,48.89582,2.25094,92400,Courbevoie,"['1 rue Bitche', '92400 Courbevoie', 'France']",Hotel,92400,0,0
Salle de sport - Hotel Mercure La defense,56b247c6498e1e3e5a9ef7ef,48.895664000000004,2.2520279999999997,,,['France'],Resort,92400,0,0
Golden Tulip Montpellier Centre,5c41e2525a2c91002c870b29,48.899267,2.263303,34000,Montpellier,"['11 rue Jules Ferry', '34000 Montpellier', 'France']",Hotel,92400,0,0
Kyriad Paris Ouest - La Défense Courbevoie,4da60340f7b192b486642157,48.8982,2.2625305556,92400,Courbevoie,"['85 boulevard Saint-Denis', '92400 COURBEVOIE', 'France']",Hotel,92400,0,0
Paris d'Issy Hôtel Porte de Versailles,584e5c8f6431e51a666e1674,48.823419,2.272769,92130,Issy-les-Moulineaux,"['4 rue Auguste Gervais', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,1
Ibis Styles Clamart Gare Grand Paris,5a4e703db0405618ead40cda,48.814564000000004,2.2745667000000003,92140,Clamart,"['11 Rue du Clos Mutholon', '92140 Clamart', 'France']",Hotel,92140,0,0
Best Western Paris Porte de Versailles,50d234c3e4b020c4cab0524e,48.823535045580044,2.274684637768587,92130,Issy-les-Moulineaux,"['11 bis avenue Jean Jaurès', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,5
Hôtel Ibis Porte de Versailles Mairie d'Issy,4bd109ce20cd99601ca92e9e,48.82330814088078,2.27475566214576,92130,Issy-les-Moulineaux,"['15 avenue Jean Jaurès', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,5
Hôtel Bootcamp by HappyCulture,57dfd541498e32d8ee44cf6f,48.8233855,2.272926,92130,Issy-les-Moulineaux,"['6 rue Auguste Gervais', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,1
Campanile Paris Sud Issy Les Mo Hotel Vanves,4bd8a1e12ecdce7222e0d0f2,48.82295959222578,2.2840504304330214,,Vanves,"['PARC D ACTIVITES', 'Vanves', 'France']",Hotel,92170,0,0
Hotel De La Mairie,50596b42e4b02a61e26d273e,48.823419,2.272769,92130,Issy-les-Moulineaux,"['4 rue Auguste Gervais', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,0
Classics Hotel Parc des Expositions,4c34cd8f213c2d7f5e1c395d,48.82338934315397,2.2731062329296394,92130,Issy-les-Moulineaux,"['6 Rue Auguste Gervais', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,3
Classic Hotel,514cca6fe4b07ab0c2be5879,48.82341202532181,2.2730879071203667,,,['France'],Hotel,92130,0,0
Room 604,5214b03e11d27593ae6b3be4,48.823534,2.2730759999999997,,Paris,"['Paris', 'France']",Bed & Breakfast,92130,0,0
Adagio Porte de Versailles,4e3ef9fad164b52911c19ff5,48.83072410192776,2.280843084884449,92130,Issy-les-Moulineaux,"['16 rue Eliane Jeannin Garreau', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,13
Hôtel Océania Paris Porte de Versailles,4baf8af1f964a520ec083ce3,48.83045019514152,2.284402596545703,75015,Paris,"[""52 rue d'Oradour-sur-Glâne"", '75015 Paris', 'France']",Hotel,92130,0,67
OKKO HOTELS Paris Porte de Versailles,5932b8ed4aa3f81b1c3eb1a2,48.83271665905608,2.278323355915408,75015,Paris,"['2 rue du Colonel Avia', '75015 Paris', 'France']",Hotel,75015,15,29
Hôtel Izzy by HappyCulture,57dfd5f0498e779b85f533f0,48.828733899999996,2.2832114,92130,Issy-les-Moulineaux,"['3 rue Georges Marie', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,1
Hôtel Luxor,50a212c0c84cc1ef7905585b,48.82878851756803,2.28249884043587,92130,Issy-les-Moulineaux,"['24 rue Ernest Renan', '92130 Issy-les-Moulineaux', 'France']",Hostel,92130,0,1
Adagio City Aparthotel Paris XV,4adcda04f964a520053221e3,48.83086020048804,2.2820292399454414,75015,Paris,"[""20 rue d'Oradour-sur-Glane"", '75015 Paris', 'France']",Hotel,92130,0,22
Classics Hotel Porte de Versailles,4df85471ae608a367ce96986,48.82872390900209,2.283096202522464,92130,Issy-les-Moulineaux,"['3 rue Georges Marie', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,3
Hotel Gabriel,4ba4f454f964a52004c838e3,48.82786290417209,2.2733559557323706,92130,Issy-les-Moulineaux,"['32, bd des Frères voisins', '92130 Issy-les-Moulineaux', 'France']",Hotel,92130,0,9
Le Mas d'Artagny,4f7bebc1e4b0f002b4685963,48.830812,2.282079,,,['France'],Hotel,92130,0,0
달걀민박,51d4743b498e71c832182e9c,48.82695244588045,2.2800875371429776,,,['France'],Bed & Breakfast,92130,0,0
L'aeroclub,52c3039111d2b0c3cfb8961e,48.826821,2.279001,,,['France'],Hotel,92130,0,0
Hôtel Médian,4de56c79fa764cf4bec8372a,48.83617174312476,2.2790783643722534,75015,Paris,"['1 boulevard Victor', '75015 Paris', 'France']",Hotel,75015,15,14
Hôtel Porte de Versailles (PVH),4adcda03f964a520a93121e3,48.83501551388064,2.2823711565356994,75015,Paris,"['11 boulevard Victor', '75015 Paris', 'France']",Hotel,75015,15,9
Cercle Militaire,4e7e4d68be7b719d7115c387,48.84133127963742,2.2817978818563254,75015,Paris,"['50 Rue Lacordaire', '75015 Paris', 'France']",Hotel,75015,15,0
Waytostay,4d41e547aed776eb9f656897,48.8399,2.2846,75015,Paris,"['Avenue Félix Faure, 15ème Seine', '75015 Paris', 'France']",Hotel,75015,15,0
Hôtel du Parc Saint-Charles,4adcda02f964a5206c3121e3,48.83698143276766,2.277472286795573,75015,Paris,"['243 Rue Saint Charles', '75015 Paris', 'France']",Hotel,75015,15,3
Hôtel Mon Reve,4adcda03f964a520bd3121e3,48.84003200985176,2.2848809107245898,75015,Paris,"['76 avenue Félix Faure', '75015 Paris', 'France']",Hotel,75015,15,2
Hotel Le Carrosse,4b978dbdf964a520860835e3,48.835495154401045,2.2858601357150463,75015,Paris,"['88 rue Desnouettes', '75015 Paris', 'France']",Hostel,75015,15,0
Edgar Suites,5d2658a696ba5e00236a728a,48.83757,2.284584,75015,Paris,"['75015 Paris', 'France']",Hotel,75015,15,0
Péniche Le Fleuron,502933a9e4b00bbc7b2f7f04,48.840430324054786,2.2707153977683507,,Paris,"['Pont de Garigliano', 'Paris', 'France']",Hostel,75015,15,0
Résidence Lacordaire,5232176711d2136211e07c3e,48.84137970413235,2.2820287216139525,75015,Paris,"['50 Rue Lacordaire', '75015 Paris', 'France']",Resort,75015,15,0
Le Richemont,4d14ecda85fc6dcb7c319c4e,48.842856,2.279816,75015,Paris,"['22 rue Balard', '75015 Paris', 'France']",Hotel,75015,15,0
Waytostay,4d41e4e4aed776eb63556897,48.84117,2.28079,75015,Paris,"['Rue Balard, 15ème Seine', '75015 Paris', 'France']",Hotel,75015,15,0
Hotel Parc St. Charles,4e3822798877541e90ec3a0f,48.837052,2.277139,,Paris,"['Paris', 'France']",Hotel,75015,15,0
Hôtel Novotel Paris Tour Eiffel,4adcda03f964a520eb3121e3,48.84966163567228,2.2836917638778687,75015,Paris,"['61 quai de Grenelle', '75015 Paris', 'France']",Hotel,75015,15,226
Adagio Paris Tour Eiffel,4ff4ce35e4b05ae5230ca326,48.84993901830529,2.28536614970222,75015,Paris,"['14-18 rue du Théãtre', '75015 Paris', 'France']",Hotel,75015,15,67
Hôtel Auteuil Tour Eiffel,4c5ac29867ac0f47dc6b074c,48.850503340950965,2.2754287482427813,75016,Paris,"['8-10 rue Félicien David', '75016 Paris', 'France']",Hotel,75016,16,30
Yooma Urban Lodge,5925b611a423626ef4d35b77,48.85084434916715,2.2848975557612925,75015,Paris,"['51 quai de Grenelle', '75015 Paris', 'France']",Hotel,75015,15,20
HotelHome Paris 16,4bcc5bfaaeaaeee134ed3d6d,48.85071489983015,2.267316491686947,,Paris,"['36 Rue George Sand', 'Paris', 'France']",Hotel,75016,16,1
Hôtel Beaugrenelle Saint-Charles,4e84bdaa2fb6611bdfd7031e,48.847260910853535,2.285866829019482,75015,Paris,"['82 rue Saint Charles', '75015 Paris', 'France']",Hotel,75015,15,7
Mercure Paris Plaza Pont Mirabeau,4db35c604b226b343d778c10,48.84640116077214,2.278825610534685,75015,Paris,"['10 avenue Émile Zola (Pont Mirabeau)', '75015 Paris', 'France']",Hotel,75015,15,20
Platine Hotel,4e5e27843151819897b3141e,48.847608721057995,2.2832061055911503,75015,Paris,"['20 rue Ingénieur Robert Keller', '75015 Paris', 'France']",Hotel,75015,15,21
Hotel Mirabeau Eiffel,53695a6211d247e4230c8f9e,48.844073958332274,2.279676125025038,75015,,"['35 rue Sébastien Mercier', '75015', 'France']",Hotel,75015,15,5
Hôtel Ribera,505b5c34e4b00f840bb518f6,48.850463,2.270494,75016,Paris,"['66 rue Jean de la Fontaine (Rue Ribéra)', '75016 Paris', 'France']",Hotel,75016,16,1
Jouvênay,4ea19d82e5facb29c6e74420,48.84569978120389,2.268110672688162,,,['France'],Bed & Breakfast,75016,16,0
Hôtel Félicien Paris,4bd5e907cfa7b713daa926da,48.84944074823388,2.274378563943017,75016,Paris,"['21 rue Félicien David', '75016 Paris', 'France']",Hotel,75016,16,14
Oh! My Suite,565b6174498e0aff383c4aac,48.84766611924029,2.2842370147143845,75015,Paris,"['33 Rue Linois (Rue Émeriau)', '75015 Paris', 'France']",Bed & Breakfast,75015,15,0
mercure syracuse,542b47fc498efa8eed6b6bb5,48.848773,2.284247,,,['France'],Resort,75015,15,0
P V Tour Eiffel Hotel,4bd74b2a304fce721b5433ab,48.84950890246145,2.286007562799763,,Paris,"['14 Rue Du Theatre', 'Paris', 'France']",Hotel,75015,15,0
Waytostay,4d41e4eeaed776ebb8576897,48.8501,2.2851,75015,Paris,"['Péniche Nova, 15ème Seine', '75015 Paris', 'France']",Hotel,75015,15,0
La Villathèna 2,50618c52e4b0f6baef9c9db1,48.84697180722532,2.272413859253901,,,['France'],Hotel,75016,16,0
파리지앵,4e6e9b8c22711f9baafbe1cd,48.8491,2.2840580000000004,,파리,"['파리', 'France']",Hostel,75015,15,0
Hôtel Eiffel Kennedy,4adcda01f964a520563121e3,48.85281949945198,2.276093441016564,75016,Paris,"['12 rue de Boulainvilliers', '75016 Paris', 'France']",Hotel,75016,16,3
Hôtel Square,4f416487e4b0740e7bcbe518,48.851521903639814,2.277560234069824,75016,Paris,"['3 rue de Boulainvilliers', '75016 Paris', 'France']",Hotel,75016,16,0
Villathéna 2,51556f64e4b0133954461781,48.847087,2.272652,75016,Paris,"['5 rue Mirabeau', '75016 Paris', 'France']",Hotel,75016,16,0
room 3002,534863d1498ea75b67c70fdf,48.84995594651348,2.2828597042400602,,,['France'],Hotel,75015,15,0
Hôtel Passerelle des Arts,59a45e17a8eb606ea8db5cef,48.851346,2.279939,75016,Paris,"['1 avenue du Président Kennedy', '75016 Paris', 'France']",Hotel,75016,16,0
Hôtel Brach,5bd97fb41fa763002cbcf8ba,48.861217475473325,2.2750818729400635,75116,Paris,"['1-7 rue Jean Richepin', '75116 Paris', 'France']",Hotel,75116,16,11
Hôtel Aéro,50ad1e6ae4b03e5da3f18d82,48.857621,2.277763,75016,Paris,"['3 place de Passy', '75016 Paris', 'France']",Resort,75016,16,1
Hotel Passy Eiffel,4e217006aeb70263952f9652,48.858403549218046,2.2835683435149656,75116,Paris,"['10 rue de Passy', '75116 Paris', 'France']",Hotel,75116,16,25
Best Western Premier Trocadero,4e1c86831838367bcf6dbad8,48.85834462231689,2.2795145702413784,,Paris,"['5 bis Rue de Messenet', 'Paris', 'France']",Hotel,75116,16,12
Hôtel Villa Nicolo,4bb65760941ad13a3b461fe3,48.85811715065571,2.2805726094366405,75016,Paris,"['3 rue Nicolo', '75016 Paris', 'France']",Hotel,75116,16,9
Hôtel Eiffel Trocadéro,4fdc0fd0e4b019d606a58ac4,48.86134612640864,2.2863359386966704,75016,Paris,"['35 rue Benjamin Franklin', '75016 Paris', 'France']",Hotel,75116,16,12
Hotel La Maison FL,4b3071e3f964a520a6f924e3,48.858805268699896,2.2840728679739364,75116,Paris,"['6 rue de la Tour', '75116 Paris', 'France']",Hotel,75116,16,17
Hôtel Hameau de Passy,4adcda02f964a520843121e3,48.858105916229384,2.2793794307770523,75016,Paris,"['48 rue de Passy', '75016 Paris', 'France']",Hotel,75116,16,9
Sourire B&B,59be69573149b92b3c71fcd0,48.854915999999996,2.2755175,75016,Paris,"['29 Marrioniers', '75016 Paris', 'France']",Hotel,75016,16,0
L'Hôtel Frankl'in,56bbe107498e7fa661934ea0,48.85891921214835,2.28479130755602,75016,Paris,"['1 rue Benjamin Franklin', '75016 Paris', 'France']",Hotel,75116,16,0
Appartement Passy,5839a075288b6a0d9c1d81e0,48.856424631708485,2.285022139549256,75016,Paris,"['5 avenue Frémiet', '75016 Paris', 'France']",Bed & Breakfast,75016,16,0
Hôtel Gavarni,4b6adc71f964a520f3e32be3,48.85864106682313,2.2826705257207704,75116,Paris,"['5 rue Gavarni', '75116 Paris', 'France']",Hotel,75116,16,6
Hotel Trocadero La Tour,4adcda01f964a520243121e3,48.85818965262846,2.2794358546894014,75116,Paris,"['5 bis rue Massenet', '75116 Paris', 'France']",Hotel,75116,16,2
Hôtel Beauséjour Ranelagh,4e84be062fb6611bdfd705b1,48.85566601728689,2.269903463634485,75016,Paris,"['99 rue du Ranelagh', '75016 Paris', 'France']",Hotel,75016,16,0
Régina de passy,50728dafe4b0559b4e5a4bfa,48.858316828072965,2.2838611699971794,,,['France'],Bed & Breakfast,75016,16,0
Hôtel Les Hauts de Passy,4c41df88d7fad13a912c08da,48.85725052711771,2.2783760562843622,75016,Paris,"[""37 rue de l'Annonciation"", '75016 Paris', 'France']",Hotel,75016,16,14
Le Sezz Breakfast,522ad6a411d2f7efb54ee850,48.857050820111745,2.285727205711098,,,['France'],Hotel,75016,16,1
Floor 3,4f34607fe4b097dab0b79dfd,48.858902799999996,2.2842772,,Paris,"['6 Rue de la Tour', 'Paris', 'France']",Bed & Breakfast,75116,16,0
Hôtel Windsor Home,4adcda03f964a520f23121e3,48.86050601750859,2.2803095943610154,75016,Paris,"['3 rue Vital', '75016 Paris', 'France']",Hotel,75116,16,2
Renaissance Paris Le Parc Trocadero Hotel,4bb9f17b7421a593152ec340,48.867253999999996,2.285719,75116,Paris,"['55-57 avenue Raymond Poincaré', '75116 Paris', 'France']",Hotel,75016,16,72
Saint James Paris,4bf0e73e6f8aa5933c5fc23c,48.87050892029931,2.2798562049865723,75116,Paris,"['43 avenue Bugeaud (Place Chancelier Adenauer)', '75116 Paris', 'France']",Hotel,75016,16,89
Citadines Trocadéro Paris,4b792e43f964a5200eee2ee3,48.866380355901406,2.285708748929189,75116,Paris,"['29 bis rue Saint-Didier (Avenue Raymond Poincaré)', '75116 Paris', 'France']",Hotel,75016,16,24
Hôtel Villa Glamour,4e6e669a14955284baace1d6,48.86452048155208,2.2779796735349978,75116,Paris,"['85 rue de la Pompe', '75116 Paris', 'France']",Hotel,75016,16,1
La Réserve Paris - Apartments,4d57b7d41270236a0e398d59,48.863482959020025,2.2859542071819305,75116,Paris,"[""3 avenue d'Eylau"", '75116 Paris', 'France']",Hotel,75016,16,6
51 Ave. Foch,4ef024ae30f895c319b83e79,48.87177790084854,2.282551699407588,,,['France'],Bed & Breakfast,75016,16,1
"Le Metropolitan, a Tribute Portfolio Hotel, Paris",4b0c0017f964a520843523e3,48.86569420519814,2.2829813808039034,75116,Paris,"['10 Place De Mexico', '75116 Paris', 'France']",Hotel,75016,16,33
Hotel Longchamp Elysees,4ca8fe9476d3a09333971b6b,48.865254661298465,2.285673991462768,75116,Paris,"['68 rue de Longchamp', '75116 Paris', 'France']",Hotel,75016,16,5
Hotel Plaza Tour Eiffel,4b8d9b94f964a520f40333e3,48.86448523514374,2.282248633604092,75016,Paris,"['32 rue Greuze', '75016 Paris', 'France']",Hotel,75016,16,11
"Hotel Particulier 6, Avenue Georges Mandel",4c2a4184c758e21e705c3a3f,48.863550024390925,2.284671095217337,,Paris,"['6 avenue Georges Mandel', 'Paris', 'France']",Hotel,75016,16,0
Meliá París Champs Elysées,56b518ea498e33f2f114e57c,48.86884800000001,2.2827925,75116,Paris,"['102 Avenue Victor Hugo', '75116 Paris', 'France']",Hotel,75016,16,3
Studio Paris Arc de Triomphe,52e15cce498e46db6b1766c0,48.87188215662465,2.2855223934449804,,Paris,"['Avenue Foch, 37', 'Paris', 'France']",Boarding House,75116,16,2
L'Arc Ciel 라크씨엘,53b9fc9b498e8cb57238e85d,48.867789,2.278395,75016,Paris,"['10 rue de Pomereu', '75016 Paris', 'France']",Boarding House,75016,16,0
Hotel alma mesnil,4c2f42bd213c2d7f947d305d,48.866521,2.2854080000000003,,,['France'],Hotel,75016,16,0
Waytostay,4d41e536aed776eb2c636897,48.8637,2.2769,75116,Paris,"['Avenue Victor Hugo, 16ème Bois de Boulogne Trocade', '75116 Paris', 'France']",Hotel,75116,16,0
Le Singulier,4e85d96f9a523c0720813519,48.866581,2.285358,75016,Paris,"['38 rue Saint Didier', '75016 Paris', 'France']",Hotel,75016,16,4
